Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
Instagram,"Social Media, Forums & Blogs",1/20/2024,Resolved,1,Order placed with Jucca Brand on 15 December; profile disappeared but issue was resolved.,0,0
Instagram,"Social Media, Forums & Blogs",1/19/2024,Unresolved,1,Crypto fraud involving Binance platform run by Miguel Luís Pinheiro; significant losses reported.,0,0
Instagram,"Social Media, Forums & Blogs",1/19/2024,Unresolved,1,"Ordered products from Bella; partial fulfillment in the past, but last order placed on 6 January 2024 was not delivered.",0,0
Instagram,"Social Media, Forums & Blogs",1/18/2024,Resolved,8,Instagram account hacked; fraudulent posts made by the hacker. Issue resolved with access restored.,0,0
Instagram,"Social Media, Forums & Blogs",1/17/2024,Resolved,10,"Instagram account hacked; unauthorized posts made, but access fully restored.",0,0
Instagram,"Social Media, Forums & Blogs",1/15/2024,Resolved,1,Purchase from Jucca Brand never delivered; payment made to Juliana Alves.,0,0
Instagram,"Social Media, Forums & Blogs",1/3/2024,Resolved,1,"Order placed with Jucca Brand for €59 on 28 December; initially undelivered, but eventually resolved.",0,0
Instagram,"Social Media, Forums & Blogs",1/3/2024,Resolved,6,Fraudulent purchase from Jucca Brand for €19.20; items eventually delivered after delays.,0,0
Instagram,"Social Media, Forums & Blogs",1/3/2024,Resolved,1,Paid €27.15 for clothing from Jucca Brand but initially undelivered; issue resolved after follow-ups.,0,0
Instagram,"Social Media, Forums & Blogs",1/2/2024,Resolved,1,"Fraudulent transaction on Instagram; items purchased were not delivered initially, but resolved later.",0,0
Instagram,"Social Media, Forums & Blogs",12/26/2023,Resolved,1,Expressed dissatisfaction with Instagram's support service; multiple follow-ups without resolution.,0,0
Instagram,"Social Media, Forums & Blogs",12/26/2023,Resolved,1,Expressed dissatisfaction with Instagram's support service; no resolution received despite multiple inquiries.,0,0
Instagram,"Social Media, Forums & Blogs",12/26/2023,Unresolved,1,"Cryptocurrency scam involving Junior - Binance, no resolution from Instagram.",0,0
Instagram,"Social Media, Forums & Blogs",12/23/2023,Unresolved,1,"Cryptocurrency scam asking for multiple deposits, still unresolved.",0,0
Instagram,"Social Media, Forums & Blogs",12/21/2023,Unresolved,1,"Duplicate order, no response for return or refund for €85.",0,0
Instagram,"Social Media, Forums & Blogs",12/20/2023,Resolved,1,"Paid for a sweater via MBWay, no communication received from the seller; issue resolved.",0,0
Instagram,"Social Media, Forums & Blogs",12/14/2023,Unresolved,1,Purchased from Jucca Brand but never received the order; no responses from the seller.,0,0
Instagram,"Social Media, Forums & Blogs",12/12/2023,Unresolved,1,Fraudulent purchase from @Bella_Belezzza; paid for expedited shipping but received no delivery despite multiple attempts to contact.,0,0
Instagram,"Social Media, Forums & Blogs",12/11/2023,Unresolved,1,Purchased a wig from Esmel_beauty_hair but never received it.,0,0
Instagram,"Social Media, Forums & Blogs",12/11/2023,Unresolved,1,No response from bella_belezzza after purchasing perfumes; multiple attempts to contact the seller.,0,0
Instagram,"Social Media, Forums & Blogs",12/5/2023,Resolved,7,"Instagram account hacked, sending messages to contacts for further scams; resolved after investigation.",0,0
Instagram,"Social Media, Forums & Blogs",12/1/2023,Resolved,6,Received suspicious message from Instagram support about violating rights; resolved after verification.,0,0
Instagram,"Social Media, Forums & Blogs",11/29/2023,Resolved,1,Difficulty claiming inactive username @carolinarocha; no resolution until further claims were made.,0,0
Instagram,"Social Media, Forums & Blogs",11/29/2023,Resolved,1,Poor service regarding mesotherapy/detox treatments; resolved after several inquiries.,0,0
Instagram,"Social Media, Forums & Blogs",11/25/2023,Unresolved,1,Fraudulent purchase on _your_brands_online; no delivery or refund yet.,0,0
Instagram,"Social Media, Forums & Blogs",11/25/2023,Unresolved,1,Instagram account was almost hijacked; received suspension due to a report filed by attackers.,0,0
Instagram,"Social Media, Forums & Blogs",11/14/2023,Resolved,8,Purchased from Jucca Brand but no delivery after two weeks; eventually resolved.,0,0
Instagram,"Social Media, Forums & Blogs",11/14/2023,Resolved,3,Purchased from Jucca Brand; experienced delays and lack of communication but eventually resolved.,0,0
Instagram,"Social Media, Forums & Blogs",11/11/2023,Unresolved,1,Purchased a smartwatch from DigitalAvenuept; it stopped working after 10 days. Reported but no resolution.,0,0
Instagram,"Social Media, Forums & Blogs",11/10/2023,Resolved,5,Purchased two items from Juccabrand; payment via Mbway. The order was fulfilled but had issues.,0,0
Instagram,"Social Media, Forums & Blogs",11/7/2023,Unresolved,1,"Negative experience with ""About Your Shoes"" store; no resolution received.",0,0
Instagram,"Social Media, Forums & Blogs",11/6/2023,Resolved,1,Fraudulent travel purchase for Paris; paid €185 but no invoices or confirmations received.,0,0
Instagram,"Social Media, Forums & Blogs",11/3/2023,Resolved,1,Ordered from a fake sales profile on Instagram; no delivery and no responses.,0,0
Instagram,"Social Media, Forums & Blogs",11/3/2023,Resolved,7,Ordered two items from Jucca Brand; payment via Mbway but the order arrived late and was eventually resolved.,0,0
Instagram,"Social Media, Forums & Blogs",10/25/2023,Resolved,10,Account was deactivated but reactivated in November; issue was resolved.,0,0
Instagram,"Social Media, Forums & Blogs",10/15/2023,Resolved,1,"Ordered from @mmytrendy.shop, but received nothing after payment; issue was resolved.",0,0
Instagram,"Social Media, Forums & Blogs",10/13/2023,Unresolved,1,Fraudulent clothing purchase; contacted multiple times with no response.,0,0
Instagram,"Social Media, Forums & Blogs",10/13/2023,Unresolved,1,Purchased from @malasdeluxostrore; paid €170 but received no order and was blocked on Instagram.,0,0
Instagram,"Social Media, Forums & Blogs",10/8/2023,Resolved,1,"Ordered from Jucca Brand, no delivery; requested refund multiple times with no response.",0,0
Instagram,"Social Media, Forums & Blogs",10/6/2023,Unresolved,1,"Ordered from Mary Steele store; paid with Visa, but no delivery. Website appeared to be fake.",0,0
Instagram,"Social Media, Forums & Blogs",10/5/2023,Unresolved,1,"Ordered from eraumavez_littlebaby, received no delivery; contacted seller multiple times with no response.",0,0
Instagram,"Social Media, Forums & Blogs",10/3/2023,Unresolved,1,Another issue with eraumavez_littlebaby; no delivery or responses.,0,0
Instagram,"Social Media, Forums & Blogs",10/3/2023,Unresolved,1,"Ordered from lifestyleandgifts store, paid €53.90 but never received the order; no resolution after multiple inquiries.",0,0
Instagram,"Social Media, Forums & Blogs",9/24/2023,Resolved,7,Issue with not being able to use Paypal to promote posts on Instagram; problem was eventually resolved.,0,0
Instagram,"Social Media, Forums & Blogs",9/15/2023,Unresolved,1,"Purchased from BEF – Belos Encantos Fashion; paid €150, no delivery, issue unresolved.",0,0
Instagram,"Social Media, Forums & Blogs",9/7/2023,Resolved,1,Ordered from Neway4all; paid for smartwatch T55 but it was delayed beyond the promised delivery time.,0,0
Instagram,"Social Media, Forums & Blogs",9/6/2023,Unresolved,1,"Invested in the platform, but suspecting a scam due to continuous requests for money.",0,0
Instagram,"Social Media, Forums & Blogs",8/16/2023,Unresolved,1,"Purchased an item via Instagram, paid €35, but no product received.",1,"Not deceptive, fraudulent"
Instagram,"Social Media, Forums & Blogs",8/10/2023,Resolved,1,"Ordered two dresses, paid, but never received the items.",1,Not Deceptive
Instagram,"Social Media, Forums & Blogs",7/8/2023,Unresolved,1,"Scammed by Instagram account with payment through Hipay, no product received.",0,0
Instagram,"Social Media, Forums & Blogs",7/4/2023,Unresolved,1,"Fell victim to fraud after making a payment through Hipay on Instagram account ""Revdnda Lara"".",0,0
Instagram,"Social Media, Forums & Blogs",6/27/2023,Resolved,3,"Ordered two pairs of shoes on Instagram from cotton_portugal, delayed delivery, but issue eventually resolved.",0,0
Instagram,"Social Media, Forums & Blogs",6/22/2023,Unresolved,1,"Ordered from Instagram page Luxúria Revenda, paid via bank transfer, but never received the product.",0,0
Instagram,"Social Media, Forums & Blogs",6/12/2023,Unresolved,1,Scammed by someone posing as a financial advisor on Instagram.,0,0
Instagram,"Social Media, Forums & Blogs",6/3/2023,Unresolved,1,"Ordered sneakers but never received them, no response from the seller.",0,0
Instagram,"Social Media, Forums & Blogs",6/1/2023,Unresolved,1,"Ordered two pairs of sneakers from Vanaoutlet, paid, but never received the products.",1,Not Deceptive
Instagram,"Social Media, Forums & Blogs",5/30/2023,Unresolved,1,"Purchased sneakers from shop.sneakerempire, but order was not received.",0,0
Instagram,"Social Media, Forums & Blogs",5/29/2023,Unresolved,1,"Placed an order for sneakers, but never received a response after payment.",0,0
Instagram,"Social Media, Forums & Blogs",5/28/2023,Resolved,7,"Profile deactivated without notice, but issue was resolved later.",0,0
Instagram,"Social Media, Forums & Blogs",5/25/2023,Unresolved,1,"Scammed by ""beatriz_pines"" Instagram account for €500, with no product or communication received.",0,0
Instagram,"Social Media, Forums & Blogs",5/24/2023,Resolved,5,"Ordered sneakers, but experienced significant delays in receiving the product.",0,0
Instagram,"Social Media, Forums & Blogs",5/23/2023,Unresolved,1,Bought sneakers from Rsneakers account but faced delivery delays and poor communication.,0,0
Instagram,"Social Media, Forums & Blogs",5/22/2023,Unresolved,1,"Struggled to get support from Instagram, with no success in resolving account issues.",0,0
Instagram,"Social Media, Forums & Blogs",5/3/2023,Unresolved,1,"Placed an order for shoes, but seller failed to deliver, no response received.",0,0
Instagram,"Social Media, Forums & Blogs",5/3/2023,Unresolved,1,"Order for baby clothes never received, and seller failed to respond.",0,0
Instagram,"Social Media, Forums & Blogs",4/30/2023,Unresolved,1,"Paid for items, but never received the products from @ellemoda_e_acessorios.",1,"Not deceptive, fraudulent"
Instagram,"Social Media, Forums & Blogs",4/20/2023,Resolved,5,Account deactivated by mistake while deleting friends.,0,0
Instagram,"Social Media, Forums & Blogs",4/18/2023,Resolved,1,"Ordered swimwear, but never received the product and no response from the seller.",0,0
Instagram,"Social Media, Forums & Blogs",4/11/2023,Resolved,5,"Had trouble logging in, password issues after being logged out.",0,0
Instagram,"Social Media, Forums & Blogs",4/4/2023,Resolved,7,"Instagram account deactivated without reason, completed identity verification steps, account reactivated.",0,0
Instagram,"Social Media, Forums & Blogs",4/2/2023,Resolved,3,"Account deactivated without reason, had to complete verification to recover.",0,0
Instagram,"Social Media, Forums & Blogs",3/29/2023,Unresolved,1,"Scammed by Instagram account Premium luxe store, payment made but no products received.",0,0
Instagram,"Social Media, Forums & Blogs",3/27/2023,Unresolved,1,Instagram business account suspended with accusations of selling counterfeit goods.,0,0
Instagram,"Social Media, Forums & Blogs",3/23/2023,Unresolved,1,"Purchased from Alice e Companhia on Instagram, paid, but no product received.",0,0
Instagram,"Social Media, Forums & Blogs",3/22/2023,Resolved,1,"Ordered product from Nuzest Portugal, product was nearly expired and no refund was offered.",0,0
Instagram,"Social Media, Forums & Blogs",3/20/2023,Resolved,9,Account deactivated by Instagram but resolved after 3 weeks.,0,0
Instagram,"Social Media, Forums & Blogs",3/20/2023,Unresolved,1,"Scammed by Alice e Companhia page, paid €25 for a training suit but never received it.",0,0
Instagram,"Social Media, Forums & Blogs",3/9/2023,Unresolved,1,"Scammed by Instagram page Lux Réplicas, paid for items but they never arrived.",0,0
Instagram,"Social Media, Forums & Blogs",3/3/2023,Unresolved,1,"Ordered Jordan4 sneakers, received incorrect item, no resolution.",1,Bait and switch
Instagram,"Social Media, Forums & Blogs",3/1/2023,Resolved,1,No delivery from Bella_belezzza account after payment.,0,0
Instagram,"Social Media, Forums & Blogs",2/27/2023,Resolved,1,"Scammed by Bella by Daniela Filipa, paid for health product but did not receive it.",0,0
Instagram,"Social Media, Forums & Blogs",2/23/2023,Resolved,1,"Paid for boots at facefashionstore but received wrong size, no resolution.",0,0
Instagram,"Social Media, Forums & Blogs",2/22/2023,Resolved,1,Ordered from Cotton_portugal but no delivery after payment.,0,0
Instagram,"Social Media, Forums & Blogs",2/20/2023,Unresolved,1,Scammed by casino fraudster after being convinced to deposit money.,0,0
Instagram,"Social Media, Forums & Blogs",2/17/2023,Unresolved,1,"Scammed by party_baby_kids Instagram account, paid for carnival costumes but no products were delivered.",0,0
Instagram,"Social Media, Forums & Blogs",2/7/2023,Unresolved,1,Order from Party_baby_kids never received despite attempts to contact.,0,0
Instagram,"Social Media, Forums & Blogs",2/3/2023,Unresolved,1,"Paid for order, but it was never received and no response from seller.",0,0
Instagram,"Social Media, Forums & Blogs",2/3/2023,Resolved,5,"Won a prize in December 2022, but received no contact until late January.",0,0
Instagram,"Social Media, Forums & Blogs",2/1/2023,Unresolved,1,"Paid for an order, but account was deactivated and no delivery or refund.",0,0
Instagram,"Social Media, Forums & Blogs",2/1/2023,Unresolved,1,"Paid for order on 24 January, but no updates received despite inquiries.",0,0
Instagram,"Social Media, Forums & Blogs",1/27/2023,Unresolved,1,"Fraudulent site ""Super Estilo"" took payment but didn’t deliver products.",0,0
Instagram,"Social Media, Forums & Blogs",1/7/2023,Resolved,10,"Partial account block, preventing following or being followed.",0,0
Instagram,"Social Media, Forums & Blogs",1/5/2023,Unresolved,1,"Fraudulent activity on ""Party_baby_kids"" account. Paid but didn’t receive order.",0,0
Instagram,"Social Media, Forums & Blogs",11/3/2022,Resolved,1,Paid extra for shipping but never received the order; no refund after cancellation request.,0,0
Instagram,"Social Media, Forums & Blogs",10/30/2022,Resolved,1,"Paid for registered shipping, but the order never arrived.",0,0
Instagram,"Social Media, Forums & Blogs",10/27/2022,Unresolved,1,"Ordered via a brand's Instagram page, but never received the order.",0,0
Instagram,"Social Media, Forums & Blogs",10/21/2022,Unresolved,4,"Account infected with a virus, requested cancellation but it hasn't been resolved.",0,0
Instagram,"Social Media, Forums & Blogs",10/13/2022,Unresolved,1,"Paid for clothing, but item was never shipped, account was blocked multiple times.",0,0
Instagram,"Social Media, Forums & Blogs",10/5/2022,Resolved,1,"Ordered shoes from ""Mar y Mar,"" but they were never delivered after payment.",0,0
Instagram,"Social Media, Forums & Blogs",10/4/2022,Unresolved,2,"Instagram account hacked, has requested restoration but no action taken.",0,0
Instagram,"Social Media, Forums & Blogs",10/1/2022,Unresolved,1,"Account was hacked, password, email, and phone number changed.",0,0
Instagram,"Social Media, Forums & Blogs",9/30/2022,Unresolved,1,"Received poor-quality service, no warranty, and no invoice provided.",0,0
Instagram,"Social Media, Forums & Blogs",9/29/2022,Unresolved,1,"Ordered from ""party_baby_kids"" but received no response from the seller after payment.",0,0
Instagram,"Social Media, Forums & Blogs",9/23/2022,Unresolved,1,"Purchased products from Party_baby_kids on Instagram, paid €30, but never received the products.",1,"Not deceptive, fraudulent"
Instagram,"Social Media, Forums & Blogs",9/20/2022,Unresolved,1,"Lost access to Instagram due to issues with authentication app and codes, no support received.",0,0
Instagram,"Social Media, Forums & Blogs",9/16/2022,Unresolved,1,"Account @elprimeromike deactivated for over two weeks, no solution despite submitting requested documents.",0,0
Instagram,"Social Media, Forums & Blogs",9/1/2022,Resolved,4,"Instagram feed and messages were not loading, causing frustration.",0,0
Instagram,"Social Media, Forums & Blogs",8/28/2022,Resolved,1,"Temporary block on Instagram account with no clear reason, could not access account.",0,0
Instagram,"Social Media, Forums & Blogs",8/11/2022,Unresolved,1,Returned a product to AMAR Swimwear but never received a response or refund.,0,0
Instagram,"Social Media, Forums & Blogs",8/10/2022,Unresolved,1,"Ordered from an online store via Instagram, paid, but never received the product.",0,0
Instagram,"Social Media, Forums & Blogs",8/9/2022,Resolved,9,"Ordered from Lolita Store on Instagram, product never arrived.",0,0
Instagram,"Social Media, Forums & Blogs",7/29/2022,Resolved,7,Ordered from Neway4All via Instagram but did not receive a confirmation email after payment.,0,0
Instagram,"Social Media, Forums & Blogs",7/19/2022,Unresolved,1,"Poor service from Charme & Estilo on Instagram, issues with booking nail appointments.",0,0
Instagram,"Social Media, Forums & Blogs",7/15/2022,Unresolved,1,"Purchased a sports item from Instagram advertisement, but never received the item or any communication.",1,Not Deceptive
Instagram,"Social Media, Forums & Blogs",7/7/2022,Resolved,2,"Ordered fitness equipment from Kelafit on Instagram, paid, but no delivery or clear communication.",0,0
Instagram,"Social Media, Forums & Blogs",7/6/2022,Unresolved,1,"Ordered from Cotton Portugal via Instagram, received incomplete order.",0,0
Instagram,"Social Media, Forums & Blogs",7/1/2022,Resolved,10,"Ordered from King&Queen via Instagram, received full and correct order, good service.",0,0
Instagram,"Social Media, Forums & Blogs",6/29/2022,Unresolved,1,"Ordered from Arkan via Instagram, paid through bank transfer, but transaction seems fraudulent.",0,0
Instagram,"Social Media, Forums & Blogs",6/10/2022,Resolved,7,"Account blocked on Instagram without reason, had it resolved after some time.",0,0
Instagram,"Social Media, Forums & Blogs",6/9/2022,Unresolved,1,"Instagram account blocked with no reason, difficult to resolve through customer service.",0,0
Instagram,"Social Media, Forums & Blogs",6/2/2022,Unresolved,1,"Ordered from Tao baratinho on Instagram, but never received item or refund after three weeks.",0,0
Instagram,"Social Media, Forums & Blogs",5/31/2022,Unresolved,1,"Ordered from Auroraswinwearlx on Instagram, no communication after order and no response to messages.",0,0
Instagram,"Social Media, Forums & Blogs",5/30/2022,Unresolved,1,"Purchased from taobaratinho on Instagram, paid via MBWay, but no item or response after several days.",0,0
Facebook,"Social Media, Forums & Blogs",11/21/2024,Resolved,1,"Ordered bed and sofa, but the colors were not as requested; poor communication.",0,0
Facebook,"Social Media, Forums & Blogs",10/19/2024,Resolved,1,"Facebook Marketplace was blocked, seeking help from the support team.",0,0
Facebook,"Social Media, Forums & Blogs",10/16/2024,Resolved,1,"Paid for boots, never received, no response from the seller.",0,0
Facebook,"Social Media, Forums & Blogs",10/11/2024,Unresolved,1,"Purchased a chair-bed, but it was never delivered.",0,0
Facebook,"Social Media, Forums & Blogs",10/10/2024,Resolved,1,"Paid for boots, but no delivery, no communication from seller.",0,0
Facebook,"Social Media, Forums & Blogs",9/15/2024,Unresolved,1,"Lost access to Facebook Marketplace, no resolution despite multiple attempts.",0,0
Facebook,"Social Media, Forums & Blogs",9/2/2024,Resolved,9,"Product return and invoice issuance requested, but resolved to satisfaction.",0,0
Facebook,"Social Media, Forums & Blogs",9/1/2024,Resolved,9,Request for product return and invoice resolved.,0,0
Facebook,"Social Media, Forums & Blogs",8/26/2024,Unresolved,1,"Ordered helmet, did not match advertisement, and was unable to resolve issue.",0,0
Facebook,"Social Media, Forums & Blogs",8/20/2024,Unresolved,1,"Ordered clothing from Sultanaidan via Facebook, paid on 2nd August, but items not delivered by 20th August.",0,0
Facebook,"Social Media, Forums & Blogs",8/19/2024,Resolved,1,"Purchased from ""Jóias brilho"" on Facebook, but never received the order; blamed on the transport company.",0,0
Facebook,"Social Media, Forums & Blogs",8/18/2024,Unresolved,1,Someone used their personal image to falsely accuse them of fraud after they were scammed.,0,0
Facebook,"Social Media, Forums & Blogs",8/17/2024,Unresolved,1,"Filed a defamation report on 1st August, but no follow-up or resolution.",0,0
Facebook,"Social Media, Forums & Blogs",8/16/2024,Unresolved,1,"Requested to unblock marketplace feature on Facebook, but issue unresolved.",0,0
Facebook,"Social Media, Forums & Blogs",8/11/2024,Resolved,1,"Had a bad experience with refusing to allow an order pickup, issue resolved.",0,0
Facebook,"Social Media, Forums & Blogs",8/8/2024,Unresolved,1,"Ordered green slippers but received a different color, misrepresented by the seller.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",8/8/2024,Unresolved,1,Received a helmet that didn't match what was advertised and lacked proper certification.,1,Bait and switch
Facebook,"Social Media, Forums & Blogs",8/5/2024,Unresolved,10,"Paid for vacation home rental, but the person stopped responding after payment.",0,0
Facebook,"Social Media, Forums & Blogs",7/29/2024,Resolved,3,"Ordered a sofa from ""Adenatonx.lol"" via Facebook, received the wrong item, but the case was resolved.",0,0
Facebook,"Social Media, Forums & Blogs",7/19/2024,Unresolved,1,"Ordered a Siemens pool robot through Facebook, received a pressure washer instead.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",7/18/2024,Unresolved,1,"Ordered a laser hair removal machine via Facebook from Full Royal, received something else, requested a refund.",0,0
Facebook,"Social Media, Forums & Blogs",7/17/2024,Unresolved,1,"Bought a used branded bag via Facebook Marketplace for €40, but was scammed and not refunded.",0,0
Facebook,"Social Media, Forums & Blogs",7/15/2024,Unresolved,1,"Product bought from ""Farmácia em Sua Casa"" had no effect, customer blocked after requesting a return.",0,0
Facebook,"Social Media, Forums & Blogs",7/10/2024,Resolved,1,"Blocked from group they founded, no access to manage group despite being the creator.",0,0
Facebook,"Social Media, Forums & Blogs",7/10/2024,Unresolved,1,"Ordered a pulse light machine from Green Bazaar, received a different product, attempted to return it with no success.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",7/9/2024,Unresolved,2,"Blocked from Marketplace after using it for over 3 years, no clear reason for the block.",0,0
Facebook,"Social Media, Forums & Blogs",7/4/2024,Resolved,7,"Ordered from ""Feijão"" (formerly ""Royal Apparel"") on Facebook, received a wrong order.",0,0
Facebook,"Social Media, Forums & Blogs",6/23/2024,Unresolved,1,"Encountered scam through Facebook regarding a document translation job, paid €3,500 but no payment received.",0,0
Facebook,"Social Media, Forums & Blogs",6/11/2024,Unresolved,1,"Purchased shoes via Facebook from ""KIBO Sapatarias"", but never received the product after paying €27.80.",0,0
Facebook,"Social Media, Forums & Blogs",6/8/2024,Unresolved,1,"Facebook account deactivated, required face scan to prove identity, unresolved issue.",0,0
Facebook,"Social Media, Forums & Blogs",6/6/2024,Unresolved,1,"Purchased wallet through ""LARA Y BO"" page on Facebook, received no goods, no resolution from the seller.",0,0
Facebook,"Social Media, Forums & Blogs",6/6/2024,Unresolved,1,"Ordered two pairs of sneakers, promised an exchange if sizes were wrong, but never received the correct items.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",5/29/2024,Unresolved,1,"Purchased items from ""Prata Outlet"" via Facebook, but did not receive the items and no refund was processed.",1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",5/27/2024,Unresolved,1,"Ordered shoes in May, paid, but never received.",0,0
Facebook,"Social Media, Forums & Blogs",5/21/2024,Unresolved,1,"Ordered coffee machine + capsules, paid but never received.",0,0
Facebook,"Social Media, Forums & Blogs",5/21/2024,Resolved,3,Kibo Sapatarias delayed shipment of order.,0,0
Facebook,"Social Media, Forums & Blogs",5/17/2024,Unresolved,1,Paid for an order via Messenger but never received anything.,0,0
Facebook,"Social Media, Forums & Blogs",5/14/2024,Unresolved,1,"Ordered from ""Joias Calu"" on Facebook, never received item.",1,Not Deceptive
Facebook,"Social Media, Forums & Blogs",5/14/2024,Unresolved,9,Denunciation of coffee machine and capsules scam on Facebook.,0,0
Facebook,"Social Media, Forums & Blogs",5/14/2024,Unresolved,1,Wrong item sent and no response for resolution.,1,Bait and switch
Facebook,"Social Media, Forums & Blogs",5/13/2024,Unresolved,1,Ordered Dolce Gusto coffee machine but no response or delivery.,0,0
Facebook,"Social Media, Forums & Blogs",5/11/2024,Unresolved,1,"Marketplace blocked with no reason, no way to request review.",0,0
Facebook,"Social Media, Forums & Blogs",5/9/2024,Unresolved,9,"Charged double for an ad, no resolution after providing data.",0,0
Facebook,"Social Media, Forums & Blogs",5/8/2024,Unresolved,1,Scammed by DIY Store on Facebook with fake mixer advertisement.,0,0
Facebook,"Social Media, Forums & Blogs",5/7/2024,Unresolved,1,"Paid for order, never received from LojinhaX_ana, no update.",0,0
Facebook,"Social Media, Forums & Blogs",4/29/2024,Unresolved,1,"Marketplace blocked after multiple requests, no response.",0,0
Facebook,"Social Media, Forums & Blogs",4/26/2024,Unresolved,1,No support after 6 months of attempts to resolve issue.,0,0
Facebook,"Social Media, Forums & Blogs",4/26/2024,Unresolved,1,No reply after reaching out for support with no resolution.,0,0
Facebook,"Social Media, Forums & Blogs",4/22/2024,Unresolved,1,"Institutional page hacked, attempted contact through available channels.",0,0
Facebook,"Social Media, Forums & Blogs",4/21/2024,Resolved,1,"Marketplace account disappeared, contacted support but no response.",0,0
Facebook,"Social Media, Forums & Blogs",4/20/2024,Unresolved,1,"Scammed by weight loss product ""Banana Bariátrica"" ad on Facebook.",1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",4/18/2024,Unresolved,1,Facebook account blocked after suspicious activity.,0,0
Facebook,"Social Media, Forums & Blogs",4/15/2024,Unresolved,1,"Instagram account hacked, posted inappropriate content.",0,0
Facebook,"Social Media, Forums & Blogs",4/15/2024,Unresolved,5,"Ordered shoes from ""Fofinhas com conforto"" but never received.",0,0
Facebook,"Social Media, Forums & Blogs",4/14/2024,Resolved,1,"Order of jewelry not received, no response from the company.",0,0
Facebook,"Social Media, Forums & Blogs",4/12/2024,Unresolved,1,"Ordered jewelry, paid via MBWAY, but no delivery or response.",0,0
Facebook,"Social Media, Forums & Blogs",4/9/2024,Unresolved,1,"Received wrong shoes from ""Perlimpim Calçados"", no resolution.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",4/8/2024,Unresolved,1,"Received wrong shoes, no return or refund processed.",0,0
Facebook,"Social Media, Forums & Blogs",4/8/2024,Unresolved,1,"Marketplace access blocked, unable to resolve issue.",0,0
Facebook,"Social Media, Forums & Blogs",4/5/2024,Resolved,10,Fraudulent purchase issue resolved after contacting support.,0,0
Facebook,"Social Media, Forums & Blogs",4/2/2024,Unresolved,1,"Fraudulent sale of watches, contacted support but no solution.",0,0
Facebook,"Social Media, Forums & Blogs",4/1/2024,Unresolved,1,"Order from ""Daniela Compras"" never arrived, no response received.",0,0
Facebook,"Social Media, Forums & Blogs",3/29/2024,Unresolved,1,Blocked from accessing Necromantia T-Shirts page.,0,0
Facebook,"Social Media, Forums & Blogs",3/22/2024,Unresolved,1,"Blocked from Facebook Marketplace, no resolution after contacting.",0,0
Facebook,"Social Media, Forums & Blogs",3/22/2024,Unresolved,1,Facebook Marketplace account blocked without explanation.,0,0
Facebook,"Social Media, Forums & Blogs",3/21/2024,Unresolved,1,"Account blocked on Facebook and Marketplace, no support response.",0,0
Facebook,"Social Media, Forums & Blogs",3/20/2024,Unresolved,1,Purchased counterfeit Adidas shoes from Allseasons on Facebook.,0,0
Facebook,"Social Media, Forums & Blogs",3/20/2024,Unresolved,1,Ordered a mobile phone but received a solar lamp instead.,0,0
Facebook,"Social Media, Forums & Blogs",3/14/2024,Unresolved,1,Made an online purchase but the order was repeated and payment was not confirmed properly.,0,0
Facebook,"Social Media, Forums & Blogs",3/14/2024,Resolved,1,"Paid for two items but only received one, with no response or solution.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",3/10/2024,Unresolved,1,"Personal and professional ad account blocked, with no reason or appeal option available.",0,0
Facebook,"Social Media, Forums & Blogs",3/9/2024,Unresolved,1,Encountered fraudulent sales and delayed responses from a Facebook seller.,0,0
Facebook,"Social Media, Forums & Blogs",3/8/2024,Unresolved,1,"Payment made for sneakers, but no delivery or follow-up.",0,0
Facebook,"Social Media, Forums & Blogs",3/8/2024,Unresolved,1,Ordered and paid for two bags but received no order update or delivery.,0,0
Facebook,"Social Media, Forums & Blogs",3/3/2024,Unresolved,1,"Bought an item promoted on Facebook, but it turned out to be a scam.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",3/1/2024,Unresolved,1,"Saw a Facebook ad for a vacuum cleaner, paid, but never received the item.",1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",2/27/2024,Resolved,1,"Ordered shoes, paid, but never received them, and customer service provided no solution.",0,0
Facebook,"Social Media, Forums & Blogs",2/26/2024,Resolved,3,"Ordered shoes, received them, but had to pay for delivery and had issues with the product.",0,0
Facebook,"Social Media, Forums & Blogs",2/26/2024,Unresolved,1,"Ordered two Pandora rings, transferred money, but never received them.",0,0
Facebook,"Social Media, Forums & Blogs",2/24/2024,Unresolved,1,"Ordered a bag, received a wrong item, contacted the seller, but they didn't resolve it.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",2/22/2024,Unresolved,1,"Ordered a cashmere sweater, but received the wrong item and it was not resolved.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",2/22/2024,Unresolved,1,"Marketplace account blocked without reason, used for work, no explanation given.",0,0
